claim_id;ticket_id;claim_timestamp;claim_channel;claim_reason;claim_sequence
3418;19376;2025-04-12 17:57:51;Email;Urgency increased by user;1
3419;19379;2025-04-12 17:18:44;Email;Service still unavailable;1
3420;19379;2025-04-13 09:40:44;Email;Issue not solved;2
3421;19380;2025-04-11 23:27:58;Phone;No update provided;1
3422;19381;2025-04-12 14:26:45;Portal;Service still unavailable;1
3423;19384;2025-04-13 12:19:34;Phone;Urgency increased by user;1
3424;19389;2025-04-11 19:42:53;Portal;Issue not solved;1
3425;19398;2025-04-13 07:08:23;Portal;Service still unavailable;1
3426;19404;2025-04-14 06:09:38;Email;Service still unavailable;1
3427;19404;2025-04-13 10:57:38;Portal;No update provided;2
3428;19416;2025-04-14 00:37:11;Email;Issue not solved;1
3429;19425;2025-04-14 01:31:34;Email;Urgency increased by user;1
3430;19426;2025-04-12 15:11:41;Phone;Issue not solved;1
3431;19437;2025-04-13 18:29:36;Phone;Urgency increased by user;1
3432;19446;2025-04-12 09:50:35;Portal;Service still unavailable;1
3433;19452;2025-04-12 21:14:29;Portal;Service still unavailable;1
3434;19469;2025-04-11 16:35:44;Email;Ticket taking too long;1
3435;19469;2025-04-12 00:16:44;Email;Ticket taking too long;2
3436;19469;2025-04-13 05:37:44;Portal;No update provided;3
3437;19471;2025-04-15 00:19:07;Portal;Issue not solved;1
3438;19471;2025-04-14 03:22:07;Phone;Issue not solved;2
3439;19475;2025-04-12 00:04:32;Email;Issue not solved;1
3440;19477;2025-04-13 09:47:32;Phone;Ticket taking too long;1
3441;19498;2025-04-11 23:44:49;Portal;Service still unavailable;1
3442;19498;2025-04-11 20:45:49;Portal;Ticket taking too long;2
3443;19501;2025-04-12 12:45:42;Phone;Issue not solved;1
3444;19502;2025-04-12 03:41:55;Email;Urgency increased by user;1
3445;19504;2025-04-12 00:53:56;Portal;No update provided;1
3446;19513;2025-04-12 13:50:50;Phone;Ticket taking too long;1
3447;19525;2025-04-13 06:46:00;Phone;Issue not solved;1
3448;19525;2025-04-14 08:56:00;Portal;Ticket taking too long;2
3449;19527;2025-04-12 11:51:13;Portal;Ticket taking too long;1
3450;19527;2025-04-12 11:28:13;Portal;No update provided;2
3451;19549;2025-04-14 03:42:13;Email;Issue not solved;1
3452;19552;2025-04-13 17:19:35;Portal;Service still unavailable;1
3453;19552;2025-04-13 01:54:35;Phone;Issue not solved;2
3454;19561;2025-04-13 02:38:46;Portal;Service still unavailable;1
3455;19561;2025-04-13 13:40:46;Portal;Issue not solved;2
3456;19575;2025-04-12 23:41:03;Email;Service still unavailable;1
3457;19575;2025-04-12 17:23:03;Email;No update provided;2
3458;19580;2025-04-13 11:12:54;Portal;Service still unavailable;1
3459;19593;2025-04-13 13:29:21;Phone;Urgency increased by user;1
3460;19595;2025-04-13 20:07:21;Portal;Urgency increased by user;1
3461;19596;2025-04-13 15:20:33;Phone;Service still unavailable;1
3462;19596;2025-04-13 07:29:33;Phone;No update provided;2
3463;19607;2025-04-12 23:42:53;Phone;Issue not solved;1
3464;19610;2025-04-12 10:19:02;Portal;Service still unavailable;1
3465;19617;2025-04-13 04:50:15;Portal;Urgency increased by user;1
3466;19630;2025-04-13 10:47:15;Portal;Ticket taking too long;1
3467;19643;2025-04-12 14:36:21;Email;Issue not solved;1
3468;19643;2025-04-13 03:36:21;Portal;No update provided;2
3469;19643;2025-04-12 18:01:21;Phone;Issue not solved;3
3470;19650;2025-04-14 02:26:10;Phone;Ticket taking too long;1
3471;19658;2025-04-13 05:11:40;Phone;Urgency increased by user;1
3472;19658;2025-04-12 22:31:40;Phone;Service still unavailable;2
3473;19659;2025-04-14 08:19:55;Portal;Issue not solved;1
3474;19663;2025-04-12 18:24:38;Email;Ticket taking too long;1
3475;19663;2025-04-13 05:07:38;Phone;Ticket taking too long;2
3476;19663;2025-04-13 11:13:38;Portal;Urgency increased by user;3
3477;19687;2025-04-12 18:39:49;Email;No update provided;1
3478;19687;2025-04-12 14:58:49;Portal;Ticket taking too long;2
3479;19699;2025-04-15 08:27:09;Phone;Ticket taking too long;1
3480;19701;2025-04-13 13:41:40;Portal;Ticket taking too long;1
3481;19725;2025-04-13 20:46:47;Email;Service still unavailable;1
3482;19726;2025-04-14 03:35:50;Portal;Ticket taking too long;1
3483;19726;2025-04-14 05:40:50;Phone;No update provided;2
3484;19726;2025-04-14 03:39:50;Portal;Issue not solved;3
3485;19727;2025-04-13 15:14:50;Phone;No update provided;1
3486;19727;2025-04-13 18:09:50;Email;Issue not solved;2
3487;19727;2025-04-13 23:00:50;Portal;Urgency increased by user;3
3488;19735;2025-04-15 07:01:58;Email;Issue not solved;1
3489;19737;2025-04-14 06:04:30;Phone;Issue not solved;1
3490;19742;2025-04-14 01:04:55;Portal;Issue not solved;1
3491;19745;2025-04-13 18:22:23;Portal;Urgency increased by user;1
3492;19746;2025-04-14 01:18:11;Portal;Issue not solved;1
3493;19753;2025-04-13 09:25:44;Phone;Service still unavailable;1
3494;19754;2025-04-14 13:45:17;Portal;Ticket taking too long;1
3495;19754;2025-04-13 18:49:17;Email;Urgency increased by user;2
3496;19757;2025-04-13 17:25:39;Portal;Service still unavailable;1
3497;19766;2025-04-14 13:26:31;Email;Urgency increased by user;1
3498;19781;2025-04-16 10:01:46;Email;No update provided;1
3499;19802;2025-04-13 20:12:59;Email;Service still unavailable;1
3500;19810;2025-04-13 13:32:52;Portal;Issue not solved;1
3501;19810;2025-04-13 16:10:52;Phone;Urgency increased by user;2
3502;19812;2025-04-14 19:24:38;Phone;No update provided;1
3503;19823;2025-04-14 16:22:32;Portal;No update provided;1
3504;19823;2025-04-14 07:07:32;Phone;Urgency increased by user;2
3505;19823;2025-04-13 18:10:32;Email;Issue not solved;3
3506;19827;2025-04-13 11:25:24;Email;Urgency increased by user;1
3507;19828;2025-04-14 11:23:55;Portal;Service still unavailable;1
3508;19834;2025-04-13 13:02:14;Phone;Service still unavailable;1
3509;19842;2025-04-15 12:26:35;Portal;No update provided;1
3510;19850;2025-04-14 20:02:46;Email;Ticket taking too long;1
3511;19855;2025-04-15 03:41:37;Email;Ticket taking too long;1
3512;19863;2025-04-14 18:28:19;Portal;Ticket taking too long;1
3513;19863;2025-04-15 06:46:19;Phone;Service still unavailable;2
3514;19906;2025-04-15 23:01:44;Email;Issue not solved;1
3515;19915;2025-04-14 23:41:57;Portal;Issue not solved;1
3516;19915;2025-04-14 21:36:57;Email;Ticket taking too long;2
3517;19938;2025-04-14 22:55:05;Phone;Issue not solved;1
3518;19938;2025-04-15 13:31:05;Email;Issue not solved;2
3519;19958;2025-04-15 16:00:50;Phone;Ticket taking too long;1
3520;19959;2025-04-14 22:22:06;Email;Ticket taking too long;1
3521;19959;2025-04-14 18:18:06;Email;Issue not solved;2
3522;19961;2025-04-16 02:46:29;Phone;Service still unavailable;1
3523;19963;2025-04-14 19:45:27;Phone;No update provided;1
3524;19968;2025-04-16 07:17:51;Portal;Issue not solved;1
3525;19968;2025-04-15 04:12:51;Portal;Urgency increased by user;2
3526;19982;2025-04-15 07:29:49;Email;Urgency increased by user;1
3527;19988;2025-04-16 09:10:47;Phone;Issue not solved;1
3528;19996;2025-04-14 23:10:16;Email;Issue not solved;1
3529;19997;2025-04-14 13:11:49;Portal;Service still unavailable;1
3530;20014;2025-04-15 15:19:56;Phone;No update provided;1
3531;20015;2025-04-14 17:20:51;Email;Ticket taking too long;1
3532;20015;2025-04-14 19:29:51;Portal;Issue not solved;2
3533;20015;2025-04-14 20:57:51;Email;Service still unavailable;3
3534;20017;2025-04-14 23:33:35;Email;Issue not solved;1
3535;20031;2025-04-15 15:24:55;Phone;Ticket taking too long;1
3536;20035;2025-04-15 13:07:00;Phone;Ticket taking too long;1
3537;20035;2025-04-16 16:27:00;Portal;Ticket taking too long;2
3538;20057;2025-04-15 17:22:43;Portal;Service still unavailable;1
3539;20060;2025-04-16 20:25:19;Phone;Issue not solved;1
3540;20060;2025-04-16 17:52:19;Portal;Issue not solved;2
3541;20060;2025-04-16 13:24:19;Email;Service still unavailable;3
3542;20075;2025-04-15 11:43:29;Email;No update provided;1
3543;20082;2025-04-16 06:48:31;Phone;Issue not solved;1
3544;20082;2025-04-17 04:54:31;Email;Issue not solved;2
3545;20084;2025-04-16 21:38:08;Email;Ticket taking too long;1
3546;20084;2025-04-15 20:44:08;Email;Ticket taking too long;2
3547;20103;2025-04-16 07:06:21;Email;No update provided;1
3548;20106;2025-04-16 19:18:37;Phone;Ticket taking too long;1
3549;20111;2025-04-15 15:00:17;Phone;Ticket taking too long;1
3550;20111;2025-04-15 18:44:17;Phone;No update provided;2
3551;20111;2025-04-15 13:37:17;Portal;No update provided;3
3552;20116;2025-04-17 15:25:39;Email;No update provided;1
3553;20128;2025-04-16 06:05:15;Phone;No update provided;1
3554;20148;2025-04-15 23:16:15;Email;Ticket taking too long;1
3555;20163;2025-04-15 15:02:00;Email;Issue not solved;1
3556;20163;2025-04-15 13:02:00;Phone;No update provided;2
3557;20163;2025-04-16 03:48:00;Email;Urgency increased by user;3
3558;20176;2025-04-16 00:18:52;Email;Urgency increased by user;1
3559;20184;2025-04-15 17:08:37;Email;Service still unavailable;1
3560;20194;2025-04-15 23:22:44;Portal;Issue not solved;1
3561;20194;2025-04-15 17:12:44;Email;Service still unavailable;2
3562;20207;2025-04-16 04:26:55;Email;Service still unavailable;1
3563;20214;2025-04-16 00:21:09;Portal;Ticket taking too long;1
3564;20220;2025-04-16 11:33:04;Phone;Urgency increased by user;1
3565;20223;2025-04-16 19:36:32;Phone;Issue not solved;1
3566;20223;2025-04-16 10:15:32;Portal;Ticket taking too long;2
3567;20223;2025-04-16 18:02:32;Portal;No update provided;3
3568;20224;2025-04-15 19:56:02;Phone;Issue not solved;1
3569;20228;2025-04-17 16:01:43;Phone;Ticket taking too long;1
3570;20234;2025-04-17 11:22:14;Phone;Ticket taking too long;1
3571;20237;2025-04-17 00:13:39;Portal;Service still unavailable;1
3572;20244;2025-04-15 13:20:18;Email;Service still unavailable;1
3573;20265;2025-04-17 02:37:55;Phone;No update provided;1
3574;20265;2025-04-17 14:17:55;Portal;No update provided;2
3575;20271;2025-04-16 07:53:40;Email;Ticket taking too long;1
3576;20274;2025-04-16 19:59:38;Phone;Urgency increased by user;1
3577;20274;2025-04-17 02:35:38;Phone;Service still unavailable;2
3578;20284;2025-04-17 17:22:44;Phone;Service still unavailable;1
3579;20296;2025-04-16 11:35:36;Phone;Issue not solved;1
3580;20299;2025-04-19 07:21:17;Portal;Ticket taking too long;1
3581;20315;2025-04-16 17:59:34;Portal;Ticket taking too long;1
3582;20315;2025-04-17 21:03:34;Phone;No update provided;2
3583;20320;2025-04-17 23:13:00;Phone;Ticket taking too long;1
3584;20333;2025-04-17 00:43:17;Phone;Issue not solved;1
3585;20339;2025-04-17 17:06:40;Email;No update provided;1
3586;20365;2025-04-16 22:45:19;Portal;Service still unavailable;1
3587;20380;2025-04-17 12:04:54;Portal;Issue not solved;1
3588;20384;2025-04-16 11:35:16;Portal;Urgency increased by user;1
3589;20390;2025-04-16 14:11:59;Portal;Service still unavailable;1
3590;20394;2025-04-17 00:45:34;Email;Service still unavailable;1
3591;20395;2025-04-17 12:55:47;Portal;No update provided;1
3592;20395;2025-04-17 22:50:47;Email;Issue not solved;2
3593;20395;2025-04-17 23:59:47;Portal;Ticket taking too long;3
3594;20403;2025-04-16 21:07:36;Portal;No update provided;1
3595;20409;2025-04-16 17:36:41;Email;Ticket taking too long;1
3596;20409;2025-04-16 19:10:41;Portal;No update provided;2
3597;20416;2025-04-16 19:25:57;Email;Issue not solved;1
3598;20416;2025-04-16 16:10:57;Email;Ticket taking too long;2
3599;20441;2025-04-16 15:51:28;Phone;Issue not solved;1
3600;20441;2025-04-16 13:22:28;Portal;Urgency increased by user;2
3601;20441;2025-04-16 16:23:28;Phone;Service still unavailable;3
3602;20446;2025-04-18 11:34:57;Portal;No update provided;1
3603;20451;2025-04-17 21:48:05;Email;Service still unavailable;1
3604;20451;2025-04-16 20:55:05;Phone;No update provided;2
3605;20456;2025-04-18 18:50:02;Email;Urgency increased by user;1
3606;20464;2025-04-17 08:28:01;Phone;Urgency increased by user;1
3607;20464;2025-04-17 08:03:01;Phone;No update provided;2
3608;20464;2025-04-16 17:21:01;Portal;No update provided;3
3609;20464;2025-04-16 11:24:01;Email;Ticket taking too long;4
3610;20466;2025-04-17 21:51:47;Email;Urgency increased by user;1
3611;20467;2025-04-20 04:06:27;Phone;Service still unavailable;1
3612;20473;2025-04-18 00:48:36;Email;Issue not solved;1
3613;20479;2025-04-18 05:33:43;Email;Service still unavailable;1
3614;20484;2025-04-17 16:44:44;Email;Service still unavailable;1
3615;20498;2025-04-18 13:05:11;Portal;Issue not solved;1
3616;20499;2025-04-17 23:01:23;Portal;No update provided;1
3617;20507;2025-04-17 17:25:09;Portal;No update provided;1
3618;20507;2025-04-17 14:00:09;Phone;Issue not solved;2
3619;20517;2025-04-18 12:48:27;Phone;Urgency increased by user;1
3620;20517;2025-04-17 17:31:27;Email;No update provided;2
3621;20517;2025-04-17 10:37:27;Portal;Service still unavailable;3
3622;20523;2025-04-19 15:16:52;Portal;Issue not solved;1
3623;20523;2025-04-19 17:47:52;Phone;Issue not solved;2
3624;20524;2025-04-19 01:36:34;Phone;Issue not solved;1
3625;20533;2025-04-17 10:04:55;Email;No update provided;1
3626;20548;2025-04-18 03:56:41;Portal;Issue not solved;1
3627;20550;2025-04-17 17:28:22;Phone;Ticket taking too long;1
3628;20550;2025-04-17 22:08:22;Email;No update provided;2
3629;20550;2025-04-18 01:13:22;Portal;Ticket taking too long;3
3630;20554;2025-04-19 02:54:49;Email;Urgency increased by user;1
3631;20555;2025-04-18 02:24:04;Phone;Urgency increased by user;1
3632;20559;2025-04-17 16:46:45;Email;Service still unavailable;1
3633;20559;2025-04-18 02:06:45;Email;Service still unavailable;2
3634;20561;2025-04-18 02:35:03;Phone;Urgency increased by user;1
3635;20564;2025-04-17 15:20:12;Email;Ticket taking too long;1
3636;20567;2025-04-17 18:09:28;Portal;Issue not solved;1
3637;20617;2025-04-19 19:10:55;Portal;No update provided;1
3638;20617;2025-04-19 08:11:55;Portal;Urgency increased by user;2
3639;20621;2025-04-18 09:44:31;Email;No update provided;1
3640;20621;2025-04-18 02:40:31;Portal;Urgency increased by user;2
3641;20622;2025-04-19 15:27:14;Phone;Service still unavailable;1
3642;20626;2025-04-17 22:58:45;Portal;Urgency increased by user;1
3643;20626;2025-04-17 11:19:45;Portal;Issue not solved;2
3644;20626;2025-04-17 20:30:45;Email;Issue not solved;3
3645;20632;2025-04-17 15:59:43;Phone;No update provided;1
3646;20632;2025-04-17 18:59:43;Portal;Issue not solved;2
3647;20632;2025-04-17 18:53:43;Email;Ticket taking too long;3
3648;20632;2025-04-18 00:57:43;Phone;No update provided;4
3649;20636;2025-04-18 16:59:58;Email;Ticket taking too long;1
3650;20640;2025-04-18 07:51:10;Email;Urgency increased by user;1
3651;20640;2025-04-19 06:58:10;Phone;Issue not solved;2
3652;20640;2025-04-17 20:48:10;Phone;Issue not solved;3
3653;20649;2025-04-18 23:36:41;Phone;Urgency increased by user;1
3654;20656;2025-04-19 09:11:14;Portal;Ticket taking too long;1
3655;20683;2025-04-21 10:09:25;Phone;Ticket taking too long;1
3656;20683;2025-04-20 12:36:25;Email;Ticket taking too long;2
3657;20684;2025-04-18 13:33:29;Email;Issue not solved;1
3658;20692;2025-04-20 21:10:22;Phone;No update provided;1
3659;20696;2025-04-19 10:51:55;Phone;Service still unavailable;1
3660;20706;2025-04-18 16:40:55;Portal;Ticket taking too long;1
3661;20706;2025-04-18 13:07:55;Portal;Ticket taking too long;2
3662;20708;2025-04-19 12:23:28;Email;Ticket taking too long;1
3663;20713;2025-04-19 16:04:02;Portal;No update provided;1
3664;20713;2025-04-19 17:13:02;Phone;Service still unavailable;2
3665;20715;2025-04-18 15:35:06;Portal;Issue not solved;1
3666;20719;2025-04-18 15:15:36;Email;Service still unavailable;1
3667;20745;2025-04-19 05:53:37;Portal;Issue not solved;1
3668;20750;2025-04-20 05:09:57;Phone;Ticket taking too long;1
3669;20757;2025-04-19 13:24:21;Email;Ticket taking too long;1
3670;20757;2025-04-19 13:40:21;Phone;Issue not solved;2
3671;20757;2025-04-20 16:59:21;Email;Ticket taking too long;3
3672;20758;2025-04-18 23:32:30;Portal;Urgency increased by user;1
3673;20770;2025-04-18 13:37:56;Email;Urgency increased by user;1
3674;20773;2025-04-19 13:27:12;Phone;Issue not solved;1
3675;20778;2025-04-20 15:00:30;Portal;Urgency increased by user;1
3676;20785;2025-04-18 19:37:59;Phone;Ticket taking too long;1
3677;20786;2025-04-22 02:11:08;Phone;No update provided;1
3678;20792;2025-04-18 11:44:56;Portal;Service still unavailable;1
3679;20795;2025-04-18 17:59:04;Phone;No update provided;1
3680;20795;2025-04-18 15:57:04;Phone;Issue not solved;2
3681;20798;2025-04-20 10:23:06;Email;No update provided;1
3682;20799;2025-04-19 15:15:31;Portal;Issue not solved;1
3683;20813;2025-04-20 08:36:08;Portal;Issue not solved;1
3684;20814;2025-04-19 02:10:15;Portal;Urgency increased by user;1
3685;20816;2025-04-18 20:39:18;Phone;No update provided;1
3686;20816;2025-04-19 09:26:18;Email;Issue not solved;2
3687;20816;2025-04-19 19:29:18;Phone;Issue not solved;3
3688;20820;2025-04-19 05:47:32;Email;Issue not solved;1
3689;20828;2025-04-20 03:03:30;Phone;No update provided;1
3690;20832;2025-04-19 07:26:08;Email;No update provided;1
3691;20832;2025-04-19 06:06:08;Email;Ticket taking too long;2
3692;20855;2025-04-20 00:43:19;Phone;Ticket taking too long;1
3693;20857;2025-04-19 16:27:42;Email;Service still unavailable;1
3694;20863;2025-04-19 20:47:16;Email;Issue not solved;1
3695;20873;2025-04-19 11:37:42;Email;Service still unavailable;1
3696;20873;2025-04-19 10:00:42;Phone;Issue not solved;2
3697;20890;2025-04-20 17:50:07;Portal;Ticket taking too long;1
3698;20901;2025-04-19 21:40:33;Portal;No update provided;1
3699;20913;2025-04-20 00:51:01;Email;Ticket taking too long;1
3700;20913;2025-04-20 02:48:01;Phone;Service still unavailable;2
3701;20915;2025-04-21 06:27:58;Phone;Urgency increased by user;1
3702;20915;2025-04-21 14:23:58;Email;Service still unavailable;2
3703;20937;2025-04-19 21:53:59;Portal;No update provided;1
3704;20943;2025-04-20 21:27:11;Phone;Ticket taking too long;1
3705;20948;2025-04-19 22:24:13;Phone;No update provided;1
3706;20959;2025-04-21 08:43:45;Portal;Urgency increased by user;1
3707;20959;2025-04-19 23:03:45;Portal;Service still unavailable;2
3708;20961;2025-04-21 22:51:51;Portal;Service still unavailable;1
3709;20990;2025-04-20 12:34:12;Portal;Issue not solved;1
3710;20990;2025-04-20 14:17:12;Portal;Issue not solved;2
3711;20990;2025-04-19 22:11:12;Portal;Urgency increased by user;3
3712;21002;2025-04-20 13:44:31;Email;No update provided;1
3713;21003;2025-04-21 10:36:29;Phone;Service still unavailable;1
3714;21003;2025-04-20 12:17:29;Portal;Ticket taking too long;2
3715;21008;2025-04-21 04:40:06;Phone;Issue not solved;1
3716;21010;2025-04-21 01:12:45;Phone;Ticket taking too long;1
3717;21022;2025-04-21 21:21:33;Email;Ticket taking too long;1
3718;21042;2025-04-20 00:21:14;Email;Urgency increased by user;1
3719;21045;2025-04-19 21:12:58;Email;No update provided;1
3720;21051;2025-04-20 03:30:56;Portal;Urgency increased by user;1
3721;21059;2025-04-20 03:55:59;Portal;Service still unavailable;1
3722;21060;2025-04-19 18:11:38;Portal;Issue not solved;1
3723;21062;2025-04-20 22:51:45;Portal;Urgency increased by user;1
3724;21064;2025-04-20 20:43:20;Portal;Urgency increased by user;1
3725;21070;2025-04-20 22:59:01;Email;No update provided;1
3726;21073;2025-04-21 10:50:46;Portal;Issue not solved;1
3727;21082;2025-04-21 08:22:06;Portal;Service still unavailable;1
3728;21089;2025-04-20 21:43:50;Email;Urgency increased by user;1
3729;21093;2025-04-22 10:26:09;Email;Urgency increased by user;1
3730;21094;2025-04-23 19:53:05;Portal;Urgency increased by user;1
3731;21099;2025-04-20 12:27:04;Phone;Service still unavailable;1
3732;21109;2025-04-20 18:30:18;Phone;Ticket taking too long;1
3733;21135;2025-04-21 23:17:30;Portal;Urgency increased by user;1
3734;21137;2025-04-21 17:37:59;Email;No update provided;1
3735;21146;2025-04-20 23:23:42;Email;Issue not solved;1
3736;21146;2025-04-20 20:25:42;Portal;No update provided;2
3737;21156;2025-04-21 09:34:27;Portal;Urgency increased by user;1
3738;21164;2025-04-21 04:04:47;Phone;Service still unavailable;1
3739;21190;2025-04-20 09:19:06;Email;Service still unavailable;1
3740;21200;2025-04-20 16:16:02;Phone;Ticket taking too long;1
3741;21212;2025-04-20 13:03:39;Portal;Service still unavailable;1
3742;21212;2025-04-21 01:25:39;Portal;Ticket taking too long;2
3743;21212;2025-04-20 20:52:39;Email;Issue not solved;3
3744;21215;2025-04-21 14:10:20;Email;No update provided;1
3745;21225;2025-04-22 00:31:00;Phone;Urgency increased by user;1
3746;21234;2025-04-21 16:28:46;Phone;Urgency increased by user;1
3747;21252;2025-04-21 21:18:57;Portal;No update provided;1
3748;21252;2025-04-23 12:25:57;Portal;No update provided;2
3749;21257;2025-04-23 18:00:54;Phone;Ticket taking too long;1
3750;21257;2025-04-23 05:54:54;Portal;Issue not solved;2
3751;21259;2025-04-22 03:22:35;Email;Service still unavailable;1
3752;21261;2025-04-22 20:10:22;Portal;Issue not solved;1
3753;21261;2025-04-23 12:26:22;Phone;Issue not solved;2
3754;21261;2025-04-21 17:36:22;Email;Ticket taking too long;3
3755;21270;2025-04-23 13:02:20;Email;Service still unavailable;1
3756;21300;2025-04-22 13:43:02;Phone;No update provided;1
3757;21311;2025-04-23 03:24:39;Email;Ticket taking too long;1
3758;21318;2025-04-21 15:28:18;Portal;Issue not solved;1
3759;21320;2025-04-22 02:09:17;Email;Ticket taking too long;1
3760;21329;2025-04-22 10:41:42;Portal;Ticket taking too long;1
3761;21344;2025-04-21 14:16:03;Portal;Issue not solved;1
3762;21347;2025-04-24 02:28:16;Portal;Issue not solved;1
3763;21351;2025-04-22 02:10:08;Phone;No update provided;1
3764;21358;2025-04-21 22:31:07;Portal;No update provided;1
3765;21360;2025-04-23 18:35:04;Email;Service still unavailable;1
3766;21360;2025-04-22 11:23:04;Phone;No update provided;2
3767;21405;2025-04-22 11:40:59;Phone;Service still unavailable;1
3768;21429;2025-04-21 22:19:05;Portal;Issue not solved;1
3769;21429;2025-04-21 19:48:05;Email;No update provided;2
3770;21429;2025-04-21 18:06:05;Phone;Issue not solved;3
3771;21431;2025-04-22 08:02:24;Phone;Ticket taking too long;1
3772;21434;2025-04-22 20:29:43;Portal;Service still unavailable;1
3773;21443;2025-04-22 09:38:59;Portal;Issue not solved;1
3774;21447;2025-04-23 16:27:26;Portal;Urgency increased by user;1
3775;21452;2025-04-22 16:49:54;Email;Urgency increased by user;1
3776;21458;2025-04-23 10:02:50;Portal;Urgency increased by user;1
3777;21458;2025-04-23 07:11:50;Email;Issue not solved;2
3778;21467;2025-04-23 02:51:42;Phone;Ticket taking too long;1
3779;21468;2025-04-22 10:17:43;Email;Issue not solved;1
3780;21488;2025-04-23 19:12:16;Email;No update provided;1
3781;21488;2025-04-24 06:58:16;Email;Service still unavailable;2
3782;21490;2025-04-23 14:39:38;Portal;Urgency increased by user;1
3783;21490;2025-04-23 09:44:38;Phone;Urgency increased by user;2
3784;21495;2025-04-22 22:48:52;Email;No update provided;1
3785;21497;2025-04-24 18:13:31;Email;Ticket taking too long;1
3786;21497;2025-04-23 23:21:31;Portal;Ticket taking too long;2
3787;21509;2025-04-24 03:19:21;Email;Ticket taking too long;1
3788;21509;2025-04-23 11:10:21;Phone;Service still unavailable;2
3789;21520;2025-04-22 09:34:22;Portal;Urgency increased by user;1
3790;21529;2025-04-24 01:47:29;Email;Issue not solved;1
3791;21530;2025-04-24 02:06:47;Email;Service still unavailable;1
3792;21531;2025-04-23 06:33:37;Portal;Service still unavailable;1
3793;21535;2025-04-24 11:23:27;Email;Urgency increased by user;1
3794;21539;2025-04-23 10:34:40;Phone;No update provided;1
3795;21539;2025-04-23 05:32:40;Email;No update provided;2
3796;21541;2025-04-23 21:20:11;Email;Service still unavailable;1
3797;21548;2025-04-23 17:34:04;Portal;Service still unavailable;1
3798;21548;2025-04-24 07:48:04;Email;Urgency increased by user;2
3799;21564;2025-04-22 14:30:33;Portal;Urgency increased by user;1
3800;21565;2025-04-22 22:33:39;Portal;Urgency increased by user;1
3801;21587;2025-04-23 06:29:32;Phone;No update provided;1
3802;21587;2025-04-23 02:39:32;Email;Issue not solved;2
3803;21594;2025-04-23 01:00:00;Email;Issue not solved;1
3804;21602;2025-04-23 03:50:09;Phone;Issue not solved;1
3805;21602;2025-04-24 04:40:09;Portal;Service still unavailable;2
3806;21614;2025-04-23 01:11:18;Portal;No update provided;1
3807;21615;2025-04-23 09:51:15;Portal;Urgency increased by user;1
3808;21616;2025-04-24 02:34:02;Portal;Ticket taking too long;1
3809;21633;2025-04-23 01:40:38;Phone;Issue not solved;1
3810;21637;2025-04-22 17:44:59;Email;Ticket taking too long;1
3811;21641;2025-04-22 13:37:46;Email;Issue not solved;1
3812;21654;2025-04-22 22:21:39;Email;No update provided;1
3813;21668;2025-04-22 20:27:42;Portal;Ticket taking too long;1
3814;21668;2025-04-22 14:44:42;Phone;Ticket taking too long;2
3815;21673;2025-04-22 13:44:25;Phone;Urgency increased by user;1
3816;21678;2025-04-22 08:26:00;Email;Service still unavailable;1
3817;21678;2025-04-22 09:25:00;Portal;Urgency increased by user;2
3818;21678;2025-04-22 08:34:00;Portal;Urgency increased by user;3
3819;21680;2025-04-23 12:19:35;Phone;No update provided;1
3820;21680;2025-04-23 12:26:35;Phone;No update provided;2
3821;21698;2025-04-23 22:21:28;Portal;Issue not solved;1
3822;21702;2025-04-24 00:15:06;Portal;Urgency increased by user;1
3823;21702;2025-04-24 03:16:06;Portal;Ticket taking too long;2
3824;21704;2025-04-23 17:26:13;Phone;Issue not solved;1
3825;21704;2025-04-23 19:14:13;Portal;No update provided;2
3826;21704;2025-04-23 17:31:13;Phone;Issue not solved;3
3827;21712;2025-04-26 03:59:15;Phone;Ticket taking too long;1
3828;21744;2025-04-23 20:31:01;Phone;Ticket taking too long;1
3829;21767;2025-04-24 02:12:43;Portal;Service still unavailable;1
3830;21778;2025-04-25 15:38:53;Portal;Issue not solved;1
3831;21783;2025-04-25 05:03:23;Phone;Service still unavailable;1
3832;21783;2025-04-25 11:25:23;Email;No update provided;2
3833;21794;2025-04-23 20:26:35;Portal;Service still unavailable;1
3834;21814;2025-04-24 00:59:02;Portal;Ticket taking too long;1
3835;21819;2025-04-24 14:51:32;Phone;Service still unavailable;1
3836;21833;2025-04-23 13:41:58;Portal;Issue not solved;1
3837;21833;2025-04-23 22:36:58;Portal;Urgency increased by user;2
3838;21834;2025-04-23 23:33:03;Portal;No update provided;1
3839;21834;2025-04-24 12:27:03;Email;Ticket taking too long;2
3840;21834;2025-04-24 21:04:03;Portal;Issue not solved;3
3841;21834;2025-04-23 22:25:03;Portal;Issue not solved;4
3842;21843;2025-04-24 08:23:28;Portal;Issue not solved;1
3843;21843;2025-04-23 23:44:28;Portal;Service still unavailable;2
3844;21854;2025-04-24 03:04:36;Portal;No update provided;1
3845;21869;2025-04-24 21:47:47;Portal;Ticket taking too long;1
3846;21876;2025-04-24 08:00:22;Phone;Ticket taking too long;1
3847;21876;2025-04-24 03:26:22;Portal;No update provided;2
3848;21877;2025-04-24 18:35:47;Portal;Urgency increased by user;1
3849;21886;2025-04-24 19:09:10;Portal;Service still unavailable;1
3850;21886;2025-04-24 18:05:10;Phone;Issue not solved;2
