return_id;ticket_id;returned_from_group_id;returned_to_group_id;return_timestamp;return_reason;wrong_group_flag;missing_minimum_data_flag
820;13983;4;1;2025-03-14 12:19:19;Missing user impact / urgency;1;0
821;13984;3;1;2025-03-14 17:34:22;Insufficient reproduction steps;1;0
822;13988;5;1;2025-03-14 20:43:39;Missing diagnostic evidence;0;1
823;14000;4;1;2025-03-14 18:49:29;Already solved in N1;0;0
824;14024;6;1;2025-03-14 15:50:42;Insufficient reproduction steps;1;0
825;14028;5;1;2025-03-14 14:36:25;Insufficient reproduction steps;1;0
826;14049;4;1;2025-03-14 13:59:08;Insufficient reproduction steps;0;1
827;14067;8;1;2025-03-15 08:47:32;Insufficient reproduction steps;1;0
828;14068;6;1;2025-03-15 18:55:01;Missing user impact / urgency;1;0
829;14096;4;1;2025-03-15 14:52:36;Missing diagnostic evidence;0;1
830;14104;4;1;2025-03-15 09:38:52;Wrong categorization;1;0
831;14121;4;1;2025-03-15 21:11:09;Insufficient reproduction steps;1;0
832;14136;3;1;2025-03-15 14:24:40;Insufficient reproduction steps;0;0
833;14167;2;1;2025-03-15 13:17:55;Already solved in N1;0;1
834;14336;3;1;2025-03-16 14:43:45;Wrong support group;0;1
835;14378;3;1;2025-03-16 21:04:24;Missing user impact / urgency;1;1
836;14388;6;1;2025-03-16 15:02:42;Missing user impact / urgency;0;1
837;14396;5;1;2025-03-16 12:15:38;Missing user impact / urgency;0;1
838;14398;4;1;2025-03-17 14:02:44;Insufficient reproduction steps;0;1
839;14420;5;1;2025-03-17 19:55:33;Missing diagnostic evidence;0;0
840;14436;4;1;2025-03-17 18:05:53;Already solved in N1;0;1
841;14451;4;1;2025-03-17 14:05:12;Missing user impact / urgency;1;0
842;14455;7;1;2025-03-17 12:06:12;Wrong support group;1;0
843;14468;4;1;2025-03-17 13:25:33;Missing user impact / urgency;0;1
844;14482;2;1;2025-03-17 18:37:29;Missing user impact / urgency;0;1
845;14485;2;1;2025-03-17 17:36:45;Wrong support group;0;0
846;14488;7;1;2025-03-17 17:48:19;Wrong support group;0;1
847;14495;3;1;2025-03-17 13:29:45;Wrong categorization;0;0
848;14510;6;1;2025-03-17 15:29:02;Wrong categorization;1;1
849;14516;3;1;2025-03-17 11:52:45;Already solved in N1;1;0
850;14538;2;1;2025-03-17 18:40:07;Already solved in N1;0;1
851;14539;5;1;2025-03-17 17:31:34;Insufficient reproduction steps;0;1
852;14547;4;1;2025-03-17 10:43:36;Missing user impact / urgency;1;0
853;14564;5;1;2025-03-17 18:36:39;Missing diagnostic evidence;0;1
854;14569;4;1;2025-03-17 15:47:21;Insufficient reproduction steps;0;0
855;14575;5;1;2025-03-17 18:09:46;Missing user impact / urgency;0;1
856;14583;8;1;2025-03-17 16:58:49;Missing user impact / urgency;1;0
857;14598;4;1;2025-03-18 12:13:33;Missing diagnostic evidence;0;1
858;14604;7;1;2025-03-18 13:44:26;Wrong categorization;1;0
859;14633;5;1;2025-03-18 13:25:33;Missing diagnostic evidence;0;1
860;14639;2;1;2025-03-18 22:30:47;Missing user impact / urgency;0;0
861;14646;6;1;2025-03-18 13:39:55;Already solved in N1;1;1
862;14688;5;1;2025-03-18 11:28:00;Wrong categorization;1;0
863;14697;5;1;2025-03-18 14:25:28;Wrong categorization;0;1
864;14711;5;1;2025-03-18 15:48:17;Insufficient reproduction steps;0;1
865;14715;5;1;2025-03-18 21:48:52;Wrong categorization;0;0
866;14720;6;1;2025-03-18 18:47:42;Wrong categorization;1;0
867;14721;4;1;2025-03-18 22:56:58;Wrong categorization;1;0
868;14757;4;1;2025-03-18 14:17:00;Missing user impact / urgency;0;1
869;14765;3;1;2025-03-18 13:06:48;Insufficient reproduction steps;0;1
870;14769;5;1;2025-03-18 13:40:26;Already solved in N1;0;1
871;14774;4;1;2025-03-18 15:21:57;Already solved in N1;1;0
872;14802;8;1;2025-03-19 19:18:29;Insufficient reproduction steps;1;0
873;14806;5;1;2025-03-19 11:58:36;Wrong categorization;0;0
874;14809;5;1;2025-03-19 11:49:10;Missing diagnostic evidence;0;1
875;14830;2;1;2025-03-20 03:41:07;Wrong categorization;0;1
876;14852;3;1;2025-03-19 16:15:28;Wrong categorization;0;1
877;14872;5;1;2025-03-19 12:32:52;Wrong support group;0;1
878;14924;5;1;2025-03-19 19:32:57;Missing user impact / urgency;0;1
879;14934;7;1;2025-03-19 16:36:12;Already solved in N1;1;0
880;14942;2;1;2025-03-19 13:18:04;Missing user impact / urgency;0;1
881;15019;6;1;2025-03-20 15:35:55;Already solved in N1;1;1
882;15067;4;1;2025-03-20 12:03:28;Missing user impact / urgency;1;0
883;15089;7;1;2025-03-20 16:40:52;Wrong support group;1;0
884;15105;6;1;2025-03-20 11:17:34;Wrong categorization;0;1
885;15117;7;1;2025-03-20 14:02:17;Wrong support group;1;0
886;15149;2;1;2025-03-20 15:23:32;Missing diagnostic evidence;1;0
887;15173;2;1;2025-03-20 20:10:49;Wrong support group;0;1
888;15187;3;1;2025-03-21 14:26:18;Missing diagnostic evidence;0;1
889;15207;7;1;2025-03-21 09:26:57;Already solved in N1;0;1
890;15227;5;1;2025-03-21 17:22:54;Wrong support group;0;1
891;15233;4;1;2025-03-21 18:32:29;Already solved in N1;0;0
892;15269;5;1;2025-03-21 16:19:39;Wrong categorization;0;1
893;15329;8;1;2025-03-21 14:15:08;Already solved in N1;1;0
894;15356;3;1;2025-03-21 16:19:16;Wrong support group;0;0
895;15376;3;1;2025-03-22 00:07:15;Wrong support group;0;1
896;15392;8;1;2025-03-22 14:02:19;Already solved in N1;0;1
897;15422;6;1;2025-03-22 13:33:01;Missing diagnostic evidence;0;0
898;15429;8;1;2025-03-22 12:23:29;Insufficient reproduction steps;0;1
899;15431;5;1;2025-03-22 13:06:01;Insufficient reproduction steps;0;1
900;15439;8;1;2025-03-22 15:13:56;Already solved in N1;0;1
901;15452;6;1;2025-03-22 12:51:04;Wrong categorization;1;1
902;15453;2;1;2025-03-22 12:49:55;Wrong categorization;0;1
903;15462;5;1;2025-03-22 16:40:06;Missing user impact / urgency;0;0
904;15467;5;1;2025-03-22 15:35:38;Wrong categorization;1;0
905;15476;2;1;2025-03-22 17:16:59;Insufficient reproduction steps;0;1
906;15506;3;1;2025-03-22 15:02:54;Missing user impact / urgency;0;1
907;15508;2;1;2025-03-22 18:33:19;Insufficient reproduction steps;0;1
908;15518;4;1;2025-03-22 16:29:47;Already solved in N1;0;1
909;15521;2;1;2025-03-22 14:21:55;Wrong support group;1;1
910;15528;3;1;2025-03-23 17:35:28;Insufficient reproduction steps;0;1
911;15555;7;1;2025-03-23 20:54:17;Wrong support group;0;1
912;15567;4;1;2025-03-23 14:09:57;Missing diagnostic evidence;0;1
913;15590;7;1;2025-03-23 18:41:22;Wrong categorization;1;0
914;15650;7;1;2025-03-23 11:01:24;Insufficient reproduction steps;0;1
915;15654;4;1;2025-03-23 12:41:48;Missing diagnostic evidence;0;1
916;15662;5;1;2025-03-23 15:03:02;Already solved in N1;0;0
917;15663;5;1;2025-03-23 13:15:36;Missing diagnostic evidence;0;1
918;15722;3;1;2025-03-24 18:28:08;Missing diagnostic evidence;1;0
919;15727;6;1;2025-03-24 13:17:42;Insufficient reproduction steps;1;0
920;15755;4;1;2025-03-24 20:10:40;Wrong categorization;1;0
921;15766;2;1;2025-03-24 14:23:10;Missing diagnostic evidence;1;0
922;15772;5;1;2025-03-24 15:14:26;Missing diagnostic evidence;0;0
923;15783;5;1;2025-03-24 19:09:21;Missing user impact / urgency;0;1
924;15799;8;1;2025-03-24 10:18:14;Missing diagnostic evidence;0;1
925;15861;5;1;2025-03-24 14:15:22;Wrong categorization;0;0
926;15872;2;1;2025-03-24 15:35:08;Already solved in N1;0;1
927;15877;2;1;2025-03-24 13:54:50;Wrong categorization;1;0
928;15885;8;1;2025-03-24 20:22:16;Already solved in N1;1;0
929;15887;6;1;2025-03-24 14:28:23;Wrong categorization;1;0
930;15891;4;1;2025-03-24 12:50:44;Missing diagnostic evidence;1;0
931;15895;2;1;2025-03-24 18:11:18;Already solved in N1;0;1
932;15897;5;1;2025-03-24 17:59:59;Missing diagnostic evidence;0;1
933;15916;2;1;2025-03-25 18:09:41;Already solved in N1;0;0
934;15925;4;1;2025-03-25 11:51:17;Wrong support group;0;1
935;15932;4;1;2025-03-25 14:19:08;Already solved in N1;1;1
936;15943;2;1;2025-03-25 23:49:14;Insufficient reproduction steps;0;1
937;15955;4;1;2025-03-25 23:01:27;Missing diagnostic evidence;1;1
938;15959;7;1;2025-03-25 18:52:07;Missing user impact / urgency;0;1
939;15961;2;1;2025-03-25 14:42:33;Insufficient reproduction steps;0;1
940;15972;6;1;2025-03-25 16:31:50;Already solved in N1;1;0
941;15974;2;1;2025-03-25 20:13:10;Already solved in N1;1;0
942;15989;6;1;2025-03-25 21:32:24;Missing user impact / urgency;1;0
943;16007;6;1;2025-03-25 12:37:45;Missing user impact / urgency;1;0
944;16023;7;1;2025-03-25 14:18:07;Wrong categorization;1;0
945;16039;6;1;2025-03-25 17:09:21;Missing diagnostic evidence;0;1
946;16093;6;1;2025-03-25 15:37:45;Wrong categorization;0;1
947;16115;2;1;2025-03-26 21:05:00;Missing user impact / urgency;1;1
948;16142;5;1;2025-03-26 20:54:28;Missing user impact / urgency;0;1
949;16143;7;1;2025-03-26 17:59:43;Already solved in N1;1;0
950;16145;5;1;2025-03-26 17:31:29;Already solved in N1;0;1
951;16162;6;1;2025-03-26 11:41:45;Already solved in N1;1;0
952;16168;2;1;2025-03-26 12:28:24;Missing diagnostic evidence;1;0
953;16176;8;1;2025-03-26 12:44:09;Missing diagnostic evidence;0;1
954;16253;4;1;2025-03-26 18:20:28;Wrong categorization;1;1
955;16281;6;1;2025-03-26 15:59:31;Wrong support group;0;1
956;16311;2;1;2025-03-26 14:53:03;Already solved in N1;0;1
957;16336;5;1;2025-03-27 11:09:55;Wrong support group;0;1
958;16356;2;1;2025-03-27 13:31:35;Missing diagnostic evidence;0;0
959;16370;2;1;2025-03-27 16:34:48;Insufficient reproduction steps;0;1
960;16383;4;1;2025-03-27 14:41:39;Already solved in N1;1;1
961;16390;5;1;2025-03-27 10:15:10;Already solved in N1;0;1
962;16398;5;1;2025-03-27 14:17:00;Wrong categorization;0;1
963;16407;8;1;2025-03-27 20:20:56;Already solved in N1;1;0
964;16431;5;1;2025-03-27 14:34:55;Already solved in N1;0;1
965;16445;6;1;2025-03-27 17:54:00;Wrong support group;0;0
966;16478;3;1;2025-03-27 17:20:07;Wrong categorization;1;0
967;16498;4;1;2025-03-27 19:04:12;Already solved in N1;1;0
968;16542;8;1;2025-03-28 13:15:00;Insufficient reproduction steps;0;1
969;16561;4;1;2025-03-28 18:11:44;Already solved in N1;0;1
970;16580;8;1;2025-03-28 21:31:01;Already solved in N1;1;0
971;16585;3;1;2025-03-28 17:00:57;Insufficient reproduction steps;0;1
972;16591;3;1;2025-03-28 18:57:40;Missing user impact / urgency;1;0
973;16627;2;1;2025-03-28 16:29:07;Wrong support group;0;0
974;16643;5;1;2025-03-28 14:38:16;Wrong categorization;1;0
975;16649;5;1;2025-03-28 14:55:55;Wrong support group;0;1
976;16657;5;1;2025-03-28 16:15:03;Wrong support group;0;1
977;16665;6;1;2025-03-28 15:22:48;Wrong support group;0;0
978;16669;5;1;2025-03-28 17:59:53;Wrong categorization;0;1
979;16700;3;1;2025-03-28 14:53:26;Missing diagnostic evidence;0;0
980;16704;8;1;2025-03-28 14:33:33;Missing diagnostic evidence;0;1
981;16744;5;1;2025-03-29 19:12:12;Already solved in N1;0;1
982;16751;6;1;2025-03-29 14:26:54;Missing diagnostic evidence;1;0
983;16773;8;1;2025-03-29 15:44:19;Wrong categorization;0;1
984;16799;2;1;2025-03-29 12:40:19;Missing diagnostic evidence;0;1
985;16812;5;1;2025-03-29 12:41:35;Missing user impact / urgency;0;1
986;16815;5;1;2025-03-29 13:32:42;Wrong categorization;0;1
987;16817;4;1;2025-03-29 17:45:10;Already solved in N1;0;1
988;16834;4;1;2025-03-29 14:40:14;Insufficient reproduction steps;0;1
989;16856;5;1;2025-03-29 21:04:45;Missing user impact / urgency;0;1
990;16872;4;1;2025-03-29 13:36:38;Missing user impact / urgency;0;1
991;16876;2;1;2025-03-29 18:36:22;Missing user impact / urgency;0;1
992;16903;5;1;2025-03-30 19:08:06;Missing diagnostic evidence;0;1
993;16945;3;1;2025-03-30 17:47:05;Wrong categorization;0;1
994;16946;3;1;2025-03-30 16:12:11;Already solved in N1;0;1
995;16989;8;1;2025-03-30 17:12:01;Missing diagnostic evidence;1;0
996;16997;5;1;2025-03-30 16:59:24;Already solved in N1;1;0
997;17071;6;1;2025-03-30 20:25:06;Missing diagnostic evidence;1;0
998;17077;8;1;2025-03-30 14:24:48;Insufficient reproduction steps;0;0
999;17105;3;1;2025-03-31 14:35:10;Missing diagnostic evidence;0;1
1000;17108;4;1;2025-03-31 18:45:16;Insufficient reproduction steps;0;1
1001;17119;4;1;2025-03-31 10:49:21;Already solved in N1;0;1
1002;17120;3;1;2025-03-31 16:24:57;Insufficient reproduction steps;0;1
1003;17123;4;1;2025-03-31 22:28:50;Insufficient reproduction steps;0;1
1004;17127;5;1;2025-03-31 22:36:31;Wrong support group;0;0
1005;17130;5;1;2025-03-31 18:58:56;Already solved in N1;0;1
1006;17150;2;1;2025-03-31 08:37:46;Wrong categorization;1;0
1007;17163;3;1;2025-03-31 17:58:14;Missing user impact / urgency;0;1
1008;17174;6;1;2025-03-31 08:56:13;Missing diagnostic evidence;1;0
1009;17189;3;1;2025-03-31 13:12:27;Missing user impact / urgency;0;1
1010;17213;7;1;2025-03-31 13:19:27;Missing diagnostic evidence;1;0
1011;17219;4;1;2025-03-31 14:04:38;Already solved in N1;0;1
1012;17239;7;1;2025-03-31 18:30:50;Wrong support group;0;1
1013;17252;4;1;2025-03-31 15:57:50;Already solved in N1;0;0
1014;17340;2;1;2025-04-01 19:18:52;Missing user impact / urgency;0;1
1015;17376;8;1;2025-04-01 19:58:12;Missing diagnostic evidence;0;1
1016;17384;5;1;2025-04-01 20:12:10;Wrong categorization;0;1
1017;17404;6;1;2025-04-01 20:39:27;Wrong support group;0;1
1018;17419;3;1;2025-04-01 13:22:43;Missing diagnostic evidence;1;0
1019;17439;2;1;2025-04-01 21:28:28;Insufficient reproduction steps;0;1
1020;17456;6;1;2025-04-01 13:40:34;Missing diagnostic evidence;1;1
1021;17467;4;1;2025-04-01 19:13:59;Already solved in N1;1;0
1022;17470;4;1;2025-04-01 21:38:11;Missing user impact / urgency;0;1
1023;17474;2;1;2025-04-01 14:10:00;Wrong support group;0;1
1024;17493;2;1;2025-04-01 13:05:34;Missing diagnostic evidence;1;0
1025;17515;7;1;2025-04-01 17:47:09;Wrong support group;1;1
1026;17521;3;1;2025-04-01 17:46:03;Wrong categorization;0;1
1027;17544;3;1;2025-04-02 16:06:48;Missing diagnostic evidence;0;1
1028;17560;5;1;2025-04-02 20:09:59;Missing diagnostic evidence;1;0
1029;17595;4;1;2025-04-02 16:42:08;Wrong categorization;0;1
1030;17610;8;1;2025-04-02 14:06:51;Already solved in N1;1;0
1031;17636;5;1;2025-04-02 22:35:00;Insufficient reproduction steps;0;1
1032;17639;7;1;2025-04-02 13:16:23;Missing user impact / urgency;1;1
1033;17640;2;1;2025-04-02 14:57:23;Already solved in N1;0;0
1034;17686;7;1;2025-04-02 13:00:08;Insufficient reproduction steps;1;0
1035;17708;2;1;2025-04-02 14:01:44;Wrong categorization;0;1
1036;17709;4;1;2025-04-02 15:59:11;Missing user impact / urgency;1;0
1037;17711;7;1;2025-04-02 11:54:10;Missing user impact / urgency;0;0
1038;17739;2;1;2025-04-02 14:58:25;Already solved in N1;0;1
1039;17805;8;1;2025-04-03 18:11:13;Insufficient reproduction steps;1;0
1040;17850;4;1;2025-04-03 17:53:42;Insufficient reproduction steps;0;0
1041;17873;7;1;2025-04-03 13:41:07;Wrong categorization;0;1
1042;17877;5;1;2025-04-03 23:52:53;Missing diagnostic evidence;0;1
1043;17884;8;1;2025-04-03 12:44:43;Missing user impact / urgency;0;1
1044;17885;7;1;2025-04-03 23:50:18;Wrong support group;1;0
1045;17907;5;1;2025-04-03 16:24:39;Missing diagnostic evidence;0;1
1046;17934;3;1;2025-04-03 17:25:51;Already solved in N1;1;0
1047;17952;2;1;2025-04-03 18:48:59;Missing diagnostic evidence;0;1
1048;17994;2;1;2025-04-04 19:28:26;Insufficient reproduction steps;0;1
1049;18015;3;1;2025-04-04 13:07:36;Missing diagnostic evidence;1;0
1050;18077;5;1;2025-04-04 13:47:23;Missing user impact / urgency;0;1
1051;18091;5;1;2025-04-04 20:26:21;Wrong support group;1;1
1052;18109;5;1;2025-04-04 14:18:48;Wrong categorization;0;1
1053;18117;7;1;2025-04-04 12:21:11;Missing user impact / urgency;1;0
1054;18136;5;1;2025-04-04 14:06:14;Already solved in N1;0;1
1055;18151;5;1;2025-04-04 15:33:31;Missing diagnostic evidence;0;1
1056;18183;7;1;2025-04-05 13:10:23;Already solved in N1;1;1
1057;18185;8;1;2025-04-05 15:41:39;Wrong categorization;1;0
1058;18215;3;1;2025-04-05 12:51:36;Missing user impact / urgency;1;0
1059;18241;2;1;2025-04-05 23:12:13;Insufficient reproduction steps;0;0
1060;18262;2;1;2025-04-05 15:11:59;Missing user impact / urgency;0;1
1061;18267;5;1;2025-04-05 16:04:10;Wrong support group;0;1
1062;18271;2;1;2025-04-05 19:15:28;Wrong categorization;0;1
1063;18287;5;1;2025-04-05 15:36:05;Already solved in N1;0;1
1064;18300;2;1;2025-04-05 18:17:51;Wrong support group;1;1
1065;18306;3;1;2025-04-05 16:04:30;Already solved in N1;0;1
1066;18323;3;1;2025-04-06 13:38:56;Wrong categorization;0;1
1067;18452;3;1;2025-04-06 18:22:30;Wrong categorization;0;1
1068;18462;4;1;2025-04-06 13:13:56;Missing diagnostic evidence;0;1
1069;18480;8;1;2025-04-06 16:49:09;Wrong categorization;0;1
1070;18492;3;1;2025-04-07 18:59:00;Missing diagnostic evidence;0;1
1071;18497;8;1;2025-04-07 21:26:31;Insufficient reproduction steps;1;1
1072;18532;5;1;2025-04-07 21:49:24;Missing user impact / urgency;0;1
1073;18563;3;1;2025-04-07 16:14:46;Wrong support group;0;1
1074;18569;8;1;2025-04-07 17:48:06;Already solved in N1;1;0
1075;18583;4;1;2025-04-07 13:24:23;Insufficient reproduction steps;1;0
1076;18609;5;1;2025-04-07 20:32:37;Insufficient reproduction steps;0;0
1077;18665;2;1;2025-04-07 11:23:21;Missing user impact / urgency;0;1
1078;18700;5;1;2025-04-07 17:50:12;Missing diagnostic evidence;0;1
1079;18739;2;1;2025-04-08 20:04:52;Insufficient reproduction steps;1;0
1080;18757;7;1;2025-04-08 18:31:07;Missing user impact / urgency;1;0
1081;18768;2;1;2025-04-08 13:27:36;Missing user impact / urgency;0;1
1082;18770;3;1;2025-04-08 12:52:17;Missing user impact / urgency;1;0
1083;18784;3;1;2025-04-08 16:47:59;Missing diagnostic evidence;0;1
1084;18801;3;1;2025-04-08 12:12:01;Wrong support group;1;0
1085;18809;5;1;2025-04-08 12:01:55;Insufficient reproduction steps;0;1
1086;18832;7;1;2025-04-08 13:20:03;Insufficient reproduction steps;0;1
1087;18872;5;1;2025-04-08 18:41:20;Missing diagnostic evidence;1;0
1088;18880;3;1;2025-04-08 15:31:48;Wrong categorization;1;1
1089;18890;8;1;2025-04-08 12:42:38;Missing user impact / urgency;1;0
1090;18891;5;1;2025-04-08 15:23:30;Insufficient reproduction steps;0;1
1091;18915;3;1;2025-04-08 13:22:23;Insufficient reproduction steps;1;0
1092;18921;2;1;2025-04-08 19:23:31;Wrong categorization;0;1
1093;18926;4;1;2025-04-08 17:40:00;Missing user impact / urgency;1;1
1094;18931;2;1;2025-04-08 19:17:49;Wrong support group;1;0
1095;18937;6;1;2025-04-08 17:06:36;Missing diagnostic evidence;1;1
1096;18947;5;1;2025-04-09 22:12:53;Wrong support group;0;0
1097;18959;5;1;2025-04-09 21:26:31;Insufficient reproduction steps;0;1
1098;18974;8;1;2025-04-09 14:17:23;Wrong categorization;1;0
1099;18996;4;1;2025-04-09 14:08:24;Wrong categorization;1;1
1100;18997;2;1;2025-04-09 21:21:52;Already solved in N1;1;0
1101;19035;8;1;2025-04-09 18:14:34;Insufficient reproduction steps;1;1
1102;19044;2;1;2025-04-09 16:36:41;Wrong categorization;0;1
1103;19068;7;1;2025-04-09 10:25:53;Already solved in N1;0;1
1104;19102;5;1;2025-04-10 00:15:50;Missing diagnostic evidence;0;0
1105;19110;2;1;2025-04-09 14:17:48;Missing diagnostic evidence;1;0
1106;19173;5;1;2025-04-10 16:49:57;Already solved in N1;0;0
1107;19175;4;1;2025-04-10 16:21:11;Wrong support group;1;0
1108;19191;2;1;2025-04-10 15:14:42;Already solved in N1;1;0
1109;19226;4;1;2025-04-10 10:35:38;Missing diagnostic evidence;0;0
1110;19255;2;1;2025-04-10 18:32:22;Wrong support group;0;1
1111;19264;2;1;2025-04-10 15:31:28;Insufficient reproduction steps;0;1
1112;19267;5;1;2025-04-10 21:08:18;Insufficient reproduction steps;0;1
1113;19272;2;1;2025-04-10 18:18:25;Missing diagnostic evidence;1;1
1114;19293;3;1;2025-04-10 22:09:49;Wrong categorization;0;1
1115;19312;8;1;2025-04-11 14:56:16;Already solved in N1;0;1
1116;19355;7;1;2025-04-11 19:42:01;Wrong support group;1;0
1117;19369;4;1;2025-04-11 15:21:08;Already solved in N1;1;0
1118;19380;8;1;2025-04-11 13:38:32;Insufficient reproduction steps;1;1
1119;19404;6;1;2025-04-11 15:53:47;Wrong categorization;0;1
1120;19408;3;1;2025-04-11 18:18:02;Insufficient reproduction steps;0;1
1121;19427;2;1;2025-04-11 16:30:46;Already solved in N1;0;1
1122;19470;3;1;2025-04-11 16:41:21;Insufficient reproduction steps;0;1
1123;19525;3;1;2025-04-12 16:37:57;Missing diagnostic evidence;1;0
1124;19527;5;1;2025-04-12 15:45:06;Wrong categorization;0;0
1125;19543;8;1;2025-04-12 16:47:21;Already solved in N1;0;1
1126;19552;4;1;2025-04-12 22:51:53;Missing diagnostic evidence;0;1
1127;19555;5;1;2025-04-12 21:30:07;Missing diagnostic evidence;0;1
1128;19557;3;1;2025-04-12 13:30:15;Already solved in N1;0;1
1129;19559;6;1;2025-04-12 22:53:48;Missing diagnostic evidence;0;1
1130;19566;4;1;2025-04-12 16:16:41;Missing diagnostic evidence;0;1
1131;19584;5;1;2025-04-12 21:24:58;Missing user impact / urgency;0;1
1132;19606;3;1;2025-04-12 20:49:32;Missing diagnostic evidence;1;0
1133;19628;3;1;2025-04-12 20:51:51;Missing diagnostic evidence;0;1
1134;19635;3;1;2025-04-12 18:31:02;Already solved in N1;1;0
1135;19637;8;1;2025-04-12 15:02:05;Wrong support group;1;1
1136;19667;2;1;2025-04-12 11:45:12;Missing user impact / urgency;0;1
1137;19676;8;1;2025-04-12 21:28:47;Insufficient reproduction steps;0;1
1138;19685;3;1;2025-04-12 19:00:34;Missing user impact / urgency;0;1
1139;19690;2;1;2025-04-12 18:56:09;Insufficient reproduction steps;1;0
1140;19699;7;1;2025-04-12 20:09:15;Wrong support group;0;0
1141;19703;3;1;2025-04-13 11:51:06;Wrong support group;0;1
1142;19735;6;1;2025-04-13 18:14:58;Insufficient reproduction steps;0;1
1143;19799;4;1;2025-04-13 14:34:03;Missing diagnostic evidence;1;1
1144;19817;2;1;2025-04-13 16:25:41;Missing diagnostic evidence;0;0
1145;19818;7;1;2025-04-14 05:44:03;Wrong categorization;1;0
1146;19881;5;1;2025-04-14 12:11:08;Wrong categorization;0;1
1147;19904;2;1;2025-04-14 16:23:49;Insufficient reproduction steps;0;1
1148;19918;4;1;2025-04-14 16:56:26;Wrong support group;0;1
1149;19955;4;1;2025-04-14 15:56:28;Missing diagnostic evidence;1;0
1150;19960;8;1;2025-04-14 19:52:24;Wrong support group;1;0
1151;19962;7;1;2025-04-14 17:07:09;Missing diagnostic evidence;1;0
1152;19964;2;1;2025-04-14 15:27:07;Missing diagnostic evidence;0;0
1153;19966;5;1;2025-04-14 09:56:19;Insufficient reproduction steps;0;1
1154;19979;5;1;2025-04-14 14:57:11;Already solved in N1;1;0
1155;19984;8;1;2025-04-14 17:49:58;Missing diagnostic evidence;1;0
1156;19988;6;1;2025-04-14 12:41:23;Wrong support group;1;0
1157;19991;5;1;2025-04-14 20:37:13;Insufficient reproduction steps;1;0
1158;19994;3;1;2025-04-14 16:45:39;Wrong support group;0;0
1159;20016;5;1;2025-04-14 21:27:28;Already solved in N1;0;1
1160;20062;6;1;2025-04-15 14:03:28;Wrong categorization;1;0
1161;20115;8;1;2025-04-15 15:01:43;Insufficient reproduction steps;1;0
1162;20117;8;1;2025-04-16 00:00:40;Already solved in N1;0;0
1163;20118;5;1;2025-04-15 18:45:05;Missing diagnostic evidence;1;1
1164;20167;8;1;2025-04-15 09:52:32;Wrong support group;0;1
1165;20200;6;1;2025-04-15 15:11:46;Wrong categorization;1;0
1166;20206;5;1;2025-04-15 15:42:18;Missing user impact / urgency;1;0
1167;20208;2;1;2025-04-15 15:12:19;Missing diagnostic evidence;1;0
1168;20230;8;1;2025-04-15 12:49:53;Missing user impact / urgency;0;1
1169;20238;3;1;2025-04-15 19:28:39;Wrong categorization;0;1
1170;20241;5;1;2025-04-15 16:52:38;Wrong support group;0;1
1171;20257;7;1;2025-04-15 13:34:16;Already solved in N1;1;0
1172;20261;5;1;2025-04-15 22:47:48;Wrong support group;0;1
1173;20273;3;1;2025-04-16 13:07:45;Wrong categorization;1;0
1174;20278;4;1;2025-04-16 21:53:09;Wrong categorization;0;0
1175;20300;6;1;2025-04-16 10:09:46;Wrong categorization;1;0
1176;20303;4;1;2025-04-16 18:56:56;Missing diagnostic evidence;0;1
1177;20317;3;1;2025-04-16 18:31:14;Wrong support group;0;1
1178;20325;5;1;2025-04-16 22:37:16;Already solved in N1;0;1
1179;20356;5;1;2025-04-16 20:06:27;Wrong support group;1;0
1180;20431;6;1;2025-04-16 14:29:48;Missing diagnostic evidence;0;1
1181;20432;2;1;2025-04-16 12:42:04;Wrong categorization;0;1
1182;20433;6;1;2025-04-16 13:25:52;Missing user impact / urgency;0;1
1183;20471;4;1;2025-04-17 17:13:17;Already solved in N1;0;0
1184;20501;5;1;2025-04-17 14:36:57;Missing user impact / urgency;0;0
1185;20514;6;1;2025-04-17 21:28:11;Missing diagnostic evidence;0;0
1186;20515;5;1;2025-04-17 18:44:45;Wrong support group;1;0
1187;20530;3;1;2025-04-17 16:35:05;Wrong categorization;0;1
1188;20534;8;1;2025-04-17 19:07:15;Missing user impact / urgency;0;1
1189;20548;4;1;2025-04-17 15:38:07;Wrong categorization;0;1
1190;20568;6;1;2025-04-17 15:49:31;Already solved in N1;1;0
1191;20590;6;1;2025-04-17 18:31:38;Wrong categorization;1;0
1192;20609;7;1;2025-04-17 15:09:02;Wrong support group;0;1
1193;20621;4;1;2025-04-17 15:00:22;Wrong support group;0;0
1194;20627;4;1;2025-04-17 21:45:38;Insufficient reproduction steps;0;0
1195;20629;4;1;2025-04-17 10:42:15;Wrong support group;0;1
1196;20638;3;1;2025-04-17 18:19:07;Already solved in N1;0;0
1197;20640;7;1;2025-04-17 15:15:16;Wrong support group;0;1
1198;20641;2;1;2025-04-17 16:42:47;Already solved in N1;0;1
1199;20667;8;1;2025-04-18 21:56:30;Wrong support group;1;0
1200;20709;3;1;2025-04-18 20:17:37;Insufficient reproduction steps;1;0
1201;20759;5;1;2025-04-18 18:44:53;Insufficient reproduction steps;0;0
1202;20785;8;1;2025-04-19 00:09:51;Wrong categorization;1;0
1203;20797;2;1;2025-04-18 13:26:45;Already solved in N1;0;1
