reopen_id,ticket_id,reopen_timestamp,reopen_reason,reopen_sequence
1074,18975,2025-04-16 23:45:51,Issue reoccurred,1
1075,18985,2025-04-10 21:11:01,Issue reoccurred,1
1076,18988,2025-04-14 03:50:57,Incomplete resolution,1
1077,18998,2025-04-10 14:27:30,Incomplete resolution,1
1078,19005,2025-04-14 06:00:58,User could not validate fix,1
1079,19023,2025-04-13 19:38:49,Issue reoccurred,1
1080,19033,2025-04-12 16:02:29,Incomplete resolution,1
1081,19035,2025-04-14 21:24:42,Related symptom persisted,1
1082,19060,2025-04-15 01:45:21,Issue reoccurred,1
1083,19060,2025-04-10 08:31:21,Related symptom persisted,2
1084,19088,2025-04-11 05:28:22,Incomplete resolution,1
1085,19102,2025-04-22 14:12:04,Incomplete resolution,1
1086,19163,2025-04-12 08:43:17,User could not validate fix,1
1087,19163,2025-04-17 15:55:17,Related symptom persisted,2
1088,19163,2025-04-13 16:10:17,Incomplete resolution,3
1089,19187,2025-04-12 03:00:57,Issue reoccurred,1
1090,19187,2025-04-12 13:16:57,User could not validate fix,2
1091,19209,2025-04-15 09:12:30,User could not validate fix,1
1092,19225,2025-04-15 10:36:28,Issue reoccurred,1
1093,19228,2025-04-14 20:20:17,Issue reoccurred,1
1094,19247,2025-04-17 05:19:49,Related symptom persisted,1
1095,19268,2025-04-13 18:57:27,User could not validate fix,1
1096,19290,2025-04-10 17:49:26,Related symptom persisted,1
1097,19290,2025-04-11 14:33:26,Incomplete resolution,2
1098,19295,2025-04-16 13:13:40,Incomplete resolution,1
1099,19304,2025-04-12 20:45:27,Incomplete resolution,1
1100,19401,2025-04-15 14:51:50,Issue reoccurred,1
1101,19405,2025-04-15 23:04:06,User could not validate fix,1
1102,19407,2025-04-13 03:54:41,Issue reoccurred,1
1103,19421,2025-04-18 13:52:39,Incomplete resolution,1
1104,19423,2025-04-15 16:56:03,Related symptom persisted,1
1105,19429,2025-04-12 13:42:53,Issue reoccurred,1
1106,19429,2025-04-18 02:13:53,Related symptom persisted,2
1107,19443,2025-04-18 05:14:43,User could not validate fix,1
1108,19443,2025-04-16 15:13:43,Issue reoccurred,2
1109,19443,2025-04-15 02:37:43,User could not validate fix,3
1110,19473,2025-04-12 11:36:13,User could not validate fix,1
1111,19491,2025-04-13 19:33:27,User could not validate fix,1
1112,19524,2025-04-13 19:33:49,User could not validate fix,1
1113,19543,2025-04-19 10:54:54,User could not validate fix,1
1114,19578,2025-04-15 20:14:34,Incomplete resolution,1
1115,19588,2025-04-16 22:22:51,Incomplete resolution,1
1116,19595,2025-04-14 12:06:52,Incomplete resolution,1
1117,19637,2025-04-17 01:30:17,Issue reoccurred,1
1118,19676,2025-04-18 23:08:29,User could not validate fix,1
1119,19676,2025-04-18 21:46:29,Incomplete resolution,2
1120,19677,2025-04-19 01:46:13,User could not validate fix,1
1121,19677,2025-04-18 20:38:13,Related symptom persisted,2
1122,19677,2025-04-18 00:16:13,Related symptom persisted,3
1123,19736,2025-04-16 20:46:15,Issue reoccurred,1
1124,19747,2025-04-26 02:22:26,Related symptom persisted,1
1125,19747,2025-04-21 07:51:26,User could not validate fix,2
1126,19762,2025-04-19 20:05:57,Issue reoccurred,1
1127,19764,2025-04-18 20:19:53,Related symptom persisted,1
1128,19773,2025-04-15 03:00:22,User could not validate fix,1
1129,19777,2025-04-18 07:46:09,Issue reoccurred,1
1130,19780,2025-04-16 03:15:45,Incomplete resolution,1
1131,19787,2025-04-18 16:36:07,Related symptom persisted,1
1132,19795,2025-04-15 14:10:43,User could not validate fix,1
1133,19823,2025-04-19 13:01:39,User could not validate fix,1
1134,19828,2025-04-21 02:19:27,User could not validate fix,1
1135,19828,2025-04-16 18:45:27,User could not validate fix,2
1136,19863,2025-04-20 20:53:16,User could not validate fix,1
1137,19872,2025-04-16 09:16:37,User could not validate fix,1
1138,19873,2025-04-16 10:14:59,Issue reoccurred,1
1139,19892,2025-04-21 19:41:31,Issue reoccurred,1
1140,19909,2025-04-16 00:00:00,Related symptom persisted,1
1141,19952,2025-04-20 03:10:08,Related symptom persisted,1
1142,19967,2025-04-16 23:07:25,User could not validate fix,1
1143,20005,2025-04-20 06:34:54,Incomplete resolution,1
1144,20040,2025-04-16 15:51:55,User could not validate fix,1
1145,20056,2025-04-21 10:38:16,Related symptom persisted,1
1146,20058,2025-04-18 19:46:06,Related symptom persisted,1
1147,20061,2025-04-16 20:34:56,User could not validate fix,1
1148,20068,2025-04-22 22:58:50,Related symptom persisted,1
1149,20069,2025-04-17 13:26:08,User could not validate fix,1
1150,20069,2025-04-17 01:54:08,User could not validate fix,2
1151,20075,2025-04-21 05:57:41,Related symptom persisted,1
1152,20134,2025-04-21 02:12:04,Related symptom persisted,1
1153,20146,2025-04-18 22:27:48,Issue reoccurred,1
1154,20158,2025-04-19 00:55:19,Related symptom persisted,1
1155,20159,2025-04-17 02:55:44,User could not validate fix,1
1156,20159,2025-04-20 15:58:44,User could not validate fix,2
1157,20169,2025-04-20 23:49:34,Incomplete resolution,1
1158,20169,2025-04-20 11:35:34,Incomplete resolution,2
1159,20203,2025-04-17 15:58:36,Issue reoccurred,1
1160,20237,2025-04-16 19:49:40,User could not validate fix,1
1161,20242,2025-04-22 10:36:27,Related symptom persisted,1
1162,20246,2025-04-16 20:17:58,Related symptom persisted,1
1163,20259,2025-04-20 21:34:52,Related symptom persisted,1
1164,20259,2025-04-22 08:53:52,Issue reoccurred,2
1165,20425,2025-04-19 15:26:20,User could not validate fix,1
1166,20452,2025-04-21 23:03:15,User could not validate fix,1
1167,20489,2025-04-24 00:48:51,Incomplete resolution,1
1168,20532,2025-04-22 11:01:10,User could not validate fix,1
1169,20566,2025-04-22 23:57:55,Related symptom persisted,1
1170,20583,2025-04-17 17:59:50,Related symptom persisted,1
1171,20606,2025-04-18 21:56:02,Issue reoccurred,1
1172,20630,2025-04-20 10:48:57,Incomplete resolution,1
1173,20651,2025-04-21 16:21:26,Related symptom persisted,1
1174,20686,2025-04-25 03:22:04,Incomplete resolution,1
1175,20700,2025-04-20 09:50:12,User could not validate fix,1
1176,20769,2025-04-21 07:55:19,Issue reoccurred,1
1177,20776,2025-04-22 23:13:52,Incomplete resolution,1
1178,20794,2025-04-28 15:02:04,Related symptom persisted,1
1179,20794,2025-04-23 11:30:04,Related symptom persisted,2
1180,20810,2025-04-22 00:52:32,Incomplete resolution,1
1181,20813,2025-04-19 23:07:02,Issue reoccurred,1
1182,20820,2025-04-22 20:42:20,Issue reoccurred,1
1183,20836,2025-04-22 13:13:54,Related symptom persisted,1
1184,20847,2025-04-22 20:08:14,Issue reoccurred,1
1185,20874,2025-04-21 10:02:11,Incomplete resolution,1
1186,20880,2025-04-24 07:42:36,Related symptom persisted,1
1187,20920,2025-04-26 15:07:05,User could not validate fix,1
1188,20920,2025-04-23 23:03:05,Related symptom persisted,2
1189,20933,2025-04-26 03:54:32,Related symptom persisted,1
1190,20955,2025-04-24 22:58:07,Incomplete resolution,1
1191,20956,2025-04-27 00:33:41,Incomplete resolution,1
1192,20957,2025-04-22 00:40:00,Incomplete resolution,1
1193,20959,2025-04-23 00:12:43,Issue reoccurred,1
1194,20959,2025-04-21 10:03:43,Incomplete resolution,2
1195,21012,2025-04-20 23:24:33,Issue reoccurred,1
1196,21012,2025-04-20 16:21:33,Incomplete resolution,2
1197,21022,2025-04-27 16:13:51,Issue reoccurred,1
1198,21022,2025-04-25 03:10:51,Issue reoccurred,2
1199,21027,2025-04-25 23:08:21,User could not validate fix,1
1200,21050,2025-04-25 11:48:15,Incomplete resolution,1
1201,21079,2025-04-24 10:23:37,Related symptom persisted,1
1202,21079,2025-04-26 21:16:37,Incomplete resolution,2
1203,21093,2025-04-24 08:41:55,Incomplete resolution,1
1204,21112,2025-04-21 06:57:28,Related symptom persisted,1
1205,21122,2025-04-22 12:59:32,Issue reoccurred,1
1206,21133,2025-04-27 13:45:19,User could not validate fix,1
1207,21203,2025-04-21 17:36:19,Incomplete resolution,1
1208,21226,2025-04-28 13:05:12,Issue reoccurred,1
1209,21239,2025-04-24 03:42:12,Issue reoccurred,1
1210,21253,2025-04-26 09:29:00,User could not validate fix,1
1211,21256,2025-04-24 21:51:14,Related symptom persisted,1
1212,21295,2025-04-28 03:30:12,Incomplete resolution,1
1213,21368,2025-04-22 23:41:34,User could not validate fix,1
1214,21378,2025-04-27 06:20:28,Issue reoccurred,1
1215,21418,2025-04-28 03:46:52,Incomplete resolution,1
1216,21425,2025-04-25 00:25:26,User could not validate fix,1
1217,21425,2025-04-28 08:48:26,Incomplete resolution,2
1218,21442,2025-04-29 00:26:14,Incomplete resolution,1
1219,21442,2025-04-25 11:13:14,Incomplete resolution,2
1220,21455,2025-04-24 20:36:55,Incomplete resolution,1
1221,21481,2025-04-27 07:36:08,Related symptom persisted,1
1222,21567,2025-04-26 19:41:26,Incomplete resolution,1
1223,21591,2025-04-25 03:29:15,User could not validate fix,1
1224,21611,2025-04-23 17:15:33,Related symptom persisted,1
1225,21632,2025-04-25 22:40:09,Issue reoccurred,1
1226,21633,2025-04-27 20:34:38,Issue reoccurred,1
1227,21638,2025-04-28 05:56:40,User could not validate fix,1
1228,21659,2025-04-28 13:46:34,Issue reoccurred,1
1229,21660,2025-04-26 23:22:39,Related symptom persisted,1
1230,21707,2025-05-03 22:20:47,User could not validate fix,1
1231,21709,2025-04-25 13:44:22,Related symptom persisted,1
1232,21709,2025-04-26 18:10:22,Issue reoccurred,2
1233,21731,2025-04-29 10:15:29,Incomplete resolution,1
1234,21748,2025-04-27 16:11:48,Incomplete resolution,1
1235,21863,2025-04-27 09:56:43,Related symptom persisted,1
1236,21869,2025-04-27 21:43:24,Related symptom persisted,1
1237,21873,2025-04-28 23:56:58,Incomplete resolution,1
1238,21913,2025-04-25 17:55:24,Related symptom persisted,1
1239,21919,2025-04-28 08:54:49,Incomplete resolution,1
1240,21949,2025-04-25 13:30:01,Incomplete resolution,1
1241,21953,2025-04-28 18:04:04,User could not validate fix,1
1242,21954,2025-04-27 05:43:28,Incomplete resolution,1
1243,21976,2025-04-27 23:37:23,Issue reoccurred,1
1244,22005,2025-04-25 06:38:56,Issue reoccurred,1
1245,22034,2025-04-30 07:19:28,User could not validate fix,1
1246,22034,2025-04-26 12:44:28,Related symptom persisted,2
1247,22040,2025-04-30 06:11:27,Related symptom persisted,1
1248,22087,2025-04-27 11:13:13,User could not validate fix,1
1249,22093,2025-04-26 14:32:05,Issue reoccurred,1
1250,22136,2025-04-30 15:03:24,Related symptom persisted,1
1251,22155,2025-04-30 18:30:13,Related symptom persisted,1
1252,22183,2025-04-26 01:23:00,User could not validate fix,1
1253,22217,2025-04-26 07:27:29,Related symptom persisted,1
1254,22238,2025-04-25 13:55:35,Incomplete resolution,1
1255,22255,2025-04-26 13:37:55,User could not validate fix,1
1256,22258,2025-05-02 02:36:22,Related symptom persisted,1
1257,22271,2025-04-29 07:16:56,Issue reoccurred,1
1258,22329,2025-04-28 12:29:43,Incomplete resolution,1
1259,22330,2025-05-01 21:19:25,Issue reoccurred,1
1260,22330,2025-04-28 12:27:25,Incomplete resolution,2
1261,22337,2025-04-30 20:14:23,Incomplete resolution,1
1262,22351,2025-04-27 20:16:46,Issue reoccurred,1
1263,22357,2025-05-02 03:00:50,User could not validate fix,1
1264,22363,2025-05-03 16:56:30,User could not validate fix,1
1265,22380,2025-04-30 00:16:07,Incomplete resolution,1
1266,22385,2025-04-29 04:33:01,Issue reoccurred,1
1267,22440,2025-04-29 22:46:32,User could not validate fix,1
1268,22449,2025-04-27 17:30:27,Incomplete resolution,1
1269,22464,2025-05-02 05:14:57,Related symptom persisted,1
1270,22493,2025-05-02 02:39:26,Incomplete resolution,1
1271,22515,2025-05-03 06:13:18,Related symptom persisted,1
1272,22520,2025-05-03 09:54:09,Incomplete resolution,1
1273,22579,2025-05-01 03:26:58,User could not validate fix,1
1274,22584,2025-05-03 05:57:56,Issue reoccurred,1
1275,22584,2025-04-29 19:36:56,Related symptom persisted,2
1276,22622,2025-04-30 00:46:38,User could not validate fix,1
1277,22623,2025-05-03 03:26:14,User could not validate fix,1
1278,22635,2025-04-30 08:00:25,Incomplete resolution,1
1279,22687,2025-05-01 06:52:15,Issue reoccurred,1
1280,22687,2025-04-29 03:47:15,User could not validate fix,2
1281,22700,2025-04-27 23:11:45,Issue reoccurred,1
1282,22700,2025-05-03 09:36:45,Related symptom persisted,2
1283,22700,2025-05-03 11:18:45,Issue reoccurred,3
1284,22710,2025-05-01 05:18:57,Related symptom persisted,1
1285,22767,2025-05-01 06:50:00,Related symptom persisted,1
1286,22855,2025-05-02 05:45:34,Issue reoccurred,1
1287,22874,2025-05-01 09:03:36,Issue reoccurred,1
1288,22897,2025-05-05 02:00:47,Issue reoccurred,1
1289,22900,2025-04-29 17:37:51,Issue reoccurred,1
1290,22904,2025-04-29 02:49:19,Related symptom persisted,1
1291,22919,2025-05-03 03:49:00,Incomplete resolution,1
1292,22919,2025-04-29 00:31:00,User could not validate fix,2
1293,22928,2025-05-05 05:53:15,Incomplete resolution,1
1294,22941,2025-04-29 18:38:08,Related symptom persisted,1
1295,22974,2025-04-30 02:03:11,Related symptom persisted,1
1296,22977,2025-05-03 20:10:36,User could not validate fix,1
1297,22988,2025-05-02 05:03:28,Incomplete resolution,1
1298,22990,2025-05-02 11:54:44,Issue reoccurred,1
1299,23010,2025-05-04 12:06:37,Incomplete resolution,1
1300,23018,2025-05-03 07:40:35,Incomplete resolution,1
1301,23027,2025-05-05 16:04:06,Incomplete resolution,1
1302,23032,2025-05-04 20:52:39,Related symptom persisted,1
1303,23032,2025-05-05 10:55:39,User could not validate fix,2
1304,23049,2025-05-03 06:34:42,User could not validate fix,1
1305,23049,2025-05-05 21:33:42,Incomplete resolution,2
1306,23110,2025-05-06 16:24:20,Incomplete resolution,1
1307,23117,2025-05-03 07:37:40,Issue reoccurred,1
1308,23126,2025-05-05 21:39:41,Issue reoccurred,1
1309,23131,2025-05-02 10:40:42,Related symptom persisted,1
1310,23151,2025-05-04 16:26:56,Incomplete resolution,1
1311,23156,2025-05-06 07:52:01,User could not validate fix,1
1312,23164,2025-05-03 11:43:25,Related symptom persisted,1
1313,23183,2025-05-02 20:21:45,Issue reoccurred,1
1314,23183,2025-05-06 22:02:45,Issue reoccurred,2
1315,23191,2025-05-05 16:52:46,Incomplete resolution,1
1316,23264,2025-05-04 22:58:37,Issue reoccurred,1
1317,23264,2025-05-05 01:13:37,User could not validate fix,2
1318,23280,2025-05-06 18:14:51,Incomplete resolution,1
1319,23280,2025-05-02 06:53:51,User could not validate fix,2
1320,23288,2025-05-02 20:24:52,User could not validate fix,1
1321,23317,2025-05-02 17:49:32,Incomplete resolution,1
1322,23318,2025-05-05 14:46:02,Incomplete resolution,1
1323,23318,2025-05-05 20:47:02,User could not validate fix,2
1324,23323,2025-05-02 05:46:36,Incomplete resolution,1
1325,23347,2025-05-08 08:35:06,Incomplete resolution,1
1326,23384,2025-05-04 23:33:14,Issue reoccurred,1
1327,23420,2025-05-04 04:53:55,Related symptom persisted,1
1328,23440,2025-05-07 22:34:29,Related symptom persisted,1
1329,23461,2025-05-03 21:17:46,Incomplete resolution,1
1330,23461,2025-05-05 05:56:46,Incomplete resolution,2
1331,23468,2025-05-06 19:45:20,Related symptom persisted,1
1332,23471,2025-05-03 21:27:49,Incomplete resolution,1
1333,23492,2025-05-07 04:07:54,User could not validate fix,1
1334,23517,2025-05-07 00:34:33,Issue reoccurred,1
1335,23520,2025-05-05 16:03:41,User could not validate fix,1
1336,23527,2025-05-02 10:42:37,Issue reoccurred,1
1337,23527,2025-05-06 03:41:37,Related symptom persisted,2
1338,23548,2025-05-07 11:53:49,Related symptom persisted,1
1339,23590,2025-05-09 00:40:21,Incomplete resolution,1
1340,23599,2025-05-04 11:13:56,Issue reoccurred,1
1341,23634,2025-05-03 00:40:22,Issue reoccurred,1
1342,23676,2025-05-05 12:18:53,Issue reoccurred,1
1343,23709,2025-05-08 13:45:23,Incomplete resolution,1
1344,23709,2025-05-08 10:44:23,Related symptom persisted,2
1345,23731,2025-05-07 06:15:31,Incomplete resolution,1
1346,23767,2025-05-07 23:27:34,Related symptom persisted,1
1347,23767,2025-05-04 08:10:34,User could not validate fix,2
1348,23767,2025-05-03 11:40:34,Incomplete resolution,3
1349,23801,2025-05-04 13:42:36,Issue reoccurred,1
1350,23806,2025-05-09 22:49:27,Incomplete resolution,1
1351,23824,2025-05-04 22:51:07,User could not validate fix,1
1352,23843,2025-05-05 08:22:36,Related symptom persisted,1
1353,23854,2025-05-09 10:04:09,Incomplete resolution,1
1354,23866,2025-05-07 07:26:29,Incomplete resolution,1
1355,23886,2025-05-06 18:59:55,Related symptom persisted,1
1356,23904,2025-05-06 17:30:46,User could not validate fix,1
1357,23918,2025-05-08 11:45:05,User could not validate fix,1
1358,23938,2025-05-10 17:37:42,Issue reoccurred,1
1359,23950,2025-05-05 03:54:26,Issue reoccurred,1
1360,23954,2025-05-06 03:02:01,Issue reoccurred,1
1361,23960,2025-05-05 04:50:21,Issue reoccurred,1
1362,23964,2025-05-06 08:35:12,Related symptom persisted,1
1363,23986,2025-05-06 09:12:52,Related symptom persisted,1
1364,23995,2025-05-09 10:52:11,Related symptom persisted,1
1365,24027,2025-05-09 02:45:04,Incomplete resolution,1
1366,24051,2025-05-05 07:41:53,Issue reoccurred,1
1367,24092,2025-05-10 05:51:22,Issue reoccurred,1
1368,24092,2025-05-10 14:28:22,Issue reoccurred,2
1369,24107,2025-05-08 23:39:10,Incomplete resolution,1
1370,24107,2025-05-09 16:25:10,Issue reoccurred,2
1371,24115,2025-05-11 20:39:58,User could not validate fix,1
1372,24145,2025-05-08 07:38:07,Related symptom persisted,1
1373,24146,2025-05-09 21:00:20,Incomplete resolution,1
1374,24165,2025-05-11 05:19:16,Incomplete resolution,1
1375,24165,2025-05-11 22:14:16,User could not validate fix,2
1376,24196,2025-05-09 23:28:36,Incomplete resolution,1
1377,24230,2025-05-09 08:47:24,User could not validate fix,1
1378,24230,2025-05-05 15:15:24,Incomplete resolution,2
1379,24314,2025-05-06 09:44:53,Related symptom persisted,1
1380,24318,2025-05-11 02:44:55,User could not validate fix,1
1381,24322,2025-05-08 03:38:27,Issue reoccurred,1
1382,24328,2025-05-06 20:02:58,User could not validate fix,1
1383,24347,2025-05-09 06:42:28,User could not validate fix,1
1384,24351,2025-05-07 13:32:37,Issue reoccurred,1
1385,24364,2025-05-10 08:19:23,Issue reoccurred,1
1386,24400,2025-05-13 08:23:46,Related symptom persisted,1
1387,24414,2025-05-12 22:15:20,User could not validate fix,1
1388,24476,2025-05-10 22:49:18,User could not validate fix,1
1389,24503,2025-05-08 22:33:40,Related symptom persisted,1
1390,24512,2025-05-10 06:06:25,Issue reoccurred,1
1391,24538,2025-05-09 05:49:34,Related symptom persisted,1
1392,24538,2025-05-09 04:48:34,Incomplete resolution,2
1393,24538,2025-05-13 08:17:34,Related symptom persisted,3
1394,24547,2025-05-10 16:19:18,Incomplete resolution,1
1395,24547,2025-05-12 12:31:18,Incomplete resolution,2
1396,24549,2025-05-13 04:26:26,User could not validate fix,1
1397,24568,2025-05-13 11:47:16,Issue reoccurred,1
1398,24577,2025-05-14 08:00:06,Issue reoccurred,1
1399,24585,2025-05-09 13:34:11,Incomplete resolution,1
1400,24590,2025-05-12 11:15:06,Incomplete resolution,1
1401,24635,2025-05-11 19:31:58,Issue reoccurred,1
1402,24635,2025-05-13 05:36:58,Incomplete resolution,2
1403,24635,2025-05-13 16:54:58,Incomplete resolution,3
1404,24696,2025-05-14 02:14:38,Related symptom persisted,1
1405,24719,2025-05-13 12:36:33,Related symptom persisted,1
1406,24779,2025-05-13 11:22:16,User could not validate fix,1
1407,24779,2025-05-09 16:30:16,Related symptom persisted,2
1408,24780,2025-05-13 12:50:34,Issue reoccurred,1
1409,24817,2025-05-13 17:23:51,User could not validate fix,1
1410,24850,2025-05-10 03:04:09,Incomplete resolution,1
1411,24853,2025-05-15 05:37:07,Related symptom persisted,1
1412,24872,2025-05-14 23:12:47,Issue reoccurred,1
1413,24905,2025-05-15 23:56:20,Issue reoccurred,1
1414,24914,2025-05-14 11:19:49,Incomplete resolution,1
1415,24928,2025-05-14 11:56:54,Issue reoccurred,1
1416,24958,2025-05-11 05:55:44,Issue reoccurred,1
1417,24958,2025-05-13 02:28:44,Issue reoccurred,2
1418,24972,2025-05-16 20:07:19,Issue reoccurred,1
1419,24994,2025-05-14 01:24:54,User could not validate fix,1
1420,25043,2025-05-13 01:41:58,User could not validate fix,1
1421,25073,2025-05-15 05:36:22,User could not validate fix,1
1422,25104,2025-05-15 10:07:29,Incomplete resolution,1
1423,25104,2025-05-12 23:21:29,Related symptom persisted,2
1424,25117,2025-05-14 17:07:02,Related symptom persisted,1
1425,25156,2025-05-10 20:28:47,Issue reoccurred,1
1426,25222,2025-05-13 09:34:39,Issue reoccurred,1
1427,25257,2025-05-13 14:48:40,Incomplete resolution,1
1428,25258,2025-05-16 14:06:42,Related symptom persisted,1
1429,25258,2025-05-18 02:12:42,User could not validate fix,2
1430,25260,2025-05-12 21:11:06,User could not validate fix,1
1431,25268,2025-05-14 13:38:37,User could not validate fix,1
1432,25335,2025-05-18 04:40:25,User could not validate fix,1
1433,25335,2025-05-14 09:00:25,Issue reoccurred,2
1434,25407,2025-05-11 23:06:56,Incomplete resolution,1
1435,25428,2025-05-16 16:09:33,Issue reoccurred,1
1436,25486,2025-05-18 02:21:41,Related symptom persisted,1
1437,25490,2025-05-15 07:26:02,User could not validate fix,1
1438,25549,2025-05-16 11:30:36,User could not validate fix,1
1439,25555,2025-05-13 20:02:25,User could not validate fix,1
1440,25560,2025-05-17 23:12:44,Incomplete resolution,1
1441,25562,2025-05-16 13:25:21,Related symptom persisted,1
1442,25566,2025-05-13 18:57:19,Related symptom persisted,1
1443,25581,2025-05-13 15:01:11,Issue reoccurred,1
1444,25581,2025-05-13 11:54:11,Issue reoccurred,2
1445,25583,2025-05-19 08:21:16,Incomplete resolution,1
1446,25590,2025-05-16 23:18:44,Incomplete resolution,1
1447,25598,2025-05-17 17:51:26,Related symptom persisted,1
1448,25604,2025-05-14 01:01:49,Related symptom persisted,1
1449,25617,2025-05-18 20:37:27,User could not validate fix,1
1450,25617,2025-05-18 06:52:27,Issue reoccurred,2
1451,25624,2025-05-17 10:00:34,Issue reoccurred,1
1452,25657,2025-05-18 23:21:39,User could not validate fix,1
1453,25657,2025-05-12 22:09:39,Related symptom persisted,2
1454,25683,2025-05-15 02:09:23,Issue reoccurred,1
1455,25685,2025-05-18 11:40:34,Issue reoccurred,1
1456,25702,2025-05-17 06:41:53,Related symptom persisted,1
1457,25702,2025-05-13 18:36:53,User could not validate fix,2
1458,25709,2025-05-15 03:09:03,Related symptom persisted,1
1459,25716,2025-05-15 01:07:33,Incomplete resolution,1
1460,25716,2025-05-12 22:52:33,Incomplete resolution,2
1461,25738,2025-05-17 23:29:02,Related symptom persisted,1
1462,25738,2025-05-18 22:16:02,Issue reoccurred,2
1463,25757,2025-05-17 14:40:56,Issue reoccurred,1
1464,25770,2025-05-15 14:35:14,Incomplete resolution,1
1465,25791,2025-05-14 03:10:06,Incomplete resolution,1
1466,25791,2025-05-16 06:04:06,Related symptom persisted,2
1467,25810,2025-05-18 22:15:11,Incomplete resolution,1
1468,25820,2025-05-14 12:37:17,User could not validate fix,1
1469,25851,2025-05-18 22:38:06,Incomplete resolution,1
1470,25887,2025-05-15 06:51:49,Related symptom persisted,1
1471,25887,2025-05-19 14:21:49,Incomplete resolution,2
1472,25896,2025-05-19 23:36:06,User could not validate fix,1
1473,25896,2025-05-19 12:40:06,Related symptom persisted,2
1474,25896,2025-05-15 05:44:06,Related symptom persisted,3
1475,25931,2025-05-15 22:13:27,Issue reoccurred,1
1476,25961,2025-05-17 05:13:55,Issue reoccurred,1
1477,25981,2025-05-19 11:31:37,Issue reoccurred,1
1478,25993,2025-05-18 03:53:55,Issue reoccurred,1
1479,26022,2025-05-20 14:06:16,Issue reoccurred,1
1480,26036,2025-05-17 11:45:14,User could not validate fix,1
1481,26041,2025-05-21 05:02:17,User could not validate fix,1
1482,26146,2025-05-15 22:46:22,Related symptom persisted,1
1483,26147,2025-05-22 14:52:38,User could not validate fix,1
1484,26155,2025-05-21 06:44:53,Incomplete resolution,1
1485,26161,2025-05-19 18:26:15,User could not validate fix,1
1486,26223,2025-05-16 21:49:29,Related symptom persisted,1
1487,26241,2025-05-22 06:46:01,Related symptom persisted,1
1488,26252,2025-05-17 00:50:04,Related symptom persisted,1
1489,26263,2025-05-17 06:47:00,Incomplete resolution,1
1490,26269,2025-05-17 07:16:15,User could not validate fix,1
1491,26277,2025-05-16 23:17:18,Incomplete resolution,1
1492,26298,2025-05-22 09:12:02,Related symptom persisted,1
1493,26309,2025-05-18 03:09:50,Related symptom persisted,1
1494,26309,2025-05-19 10:42:50,Incomplete resolution,2
1495,26311,2025-05-18 13:01:05,User could not validate fix,1
1496,26316,2025-05-19 18:01:45,User could not validate fix,1
1497,26372,2025-05-22 04:17:32,Issue reoccurred,1
1498,26380,2025-05-21 12:33:39,User could not validate fix,1
1499,26385,2025-05-23 10:37:41,Issue reoccurred,1
1500,26396,2025-05-18 11:12:28,Incomplete resolution,1
1501,26396,2025-05-20 04:38:28,Related symptom persisted,2
1502,26398,2025-05-20 04:57:31,Incomplete resolution,1
1503,26415,2025-05-21 20:37:11,Issue reoccurred,1
1504,26415,2025-05-18 19:50:11,User could not validate fix,2
1505,26419,2025-05-20 19:49:47,Related symptom persisted,1
1506,26428,2025-05-19 12:03:47,Issue reoccurred,1
1507,26433,2025-05-22 21:09:53,User could not validate fix,1
1508,26440,2025-05-18 20:04:02,Related symptom persisted,1
1509,26498,2025-05-21 09:30:35,Issue reoccurred,1
1510,26561,2025-05-21 02:30:33,Related symptom persisted,1
1511,26561,2025-05-23 12:54:33,Related symptom persisted,2
1512,26567,2025-05-22 18:16:10,User could not validate fix,1
1513,26567,2025-05-18 02:26:10,User could not validate fix,2
1514,26602,2025-05-19 11:36:35,Issue reoccurred,1
1515,26625,2025-05-21 22:07:07,Issue reoccurred,1
1516,26639,2025-05-20 00:00:15,User could not validate fix,1
1517,26647,2025-05-19 23:47:15,Related symptom persisted,1
1518,26681,2025-05-21 09:36:49,Issue reoccurred,1
1519,26687,2025-05-23 09:11:46,Issue reoccurred,1
1520,26764,2025-05-20 17:31:28,User could not validate fix,1
1521,26782,2025-05-20 10:15:36,Related symptom persisted,1
1522,26789,2025-05-19 00:53:10,Related symptom persisted,1
1523,26817,2025-05-25 04:03:47,Incomplete resolution,1
1524,26878,2025-05-26 05:12:37,Related symptom persisted,1
1525,26922,2025-05-24 14:38:44,User could not validate fix,1
1526,26964,2025-05-25 12:51:33,Issue reoccurred,1
1527,26980,2025-05-22 14:05:14,Issue reoccurred,1
1528,26985,2025-05-22 16:02:16,User could not validate fix,1
1529,27070,2025-05-23 21:57:42,User could not validate fix,1
1530,27072,2025-05-27 04:52:32,User could not validate fix,1
1531,27115,2025-05-23 23:20:23,Related symptom persisted,1
1532,27115,2025-05-26 12:24:23,Incomplete resolution,2
1533,27123,2025-05-23 12:24:38,Issue reoccurred,1
1534,27134,2025-05-22 00:42:12,Incomplete resolution,1
1535,27134,2025-05-26 07:11:12,Incomplete resolution,2
1536,27134,2025-05-23 03:29:12,Issue reoccurred,3
1537,27143,2025-05-22 09:16:01,Issue reoccurred,1
1538,27152,2025-05-26 18:24:57,User could not validate fix,1
1539,27157,2025-05-22 06:18:08,Issue reoccurred,1
1540,27202,2025-05-24 06:08:53,Incomplete resolution,1
1541,27202,2025-05-26 09:52:53,Related symptom persisted,2
1542,27223,2025-05-21 15:44:22,User could not validate fix,1
